Anio;Mes;CodigoPais;PaisOrigen;CodigoDepto;DepartamentoDestino;Partida;Cadena;Producto;CodigoUnidad;CantidadUnidades;ValorMilesCIFDol;ValorMilesPesos;ValorMilesFOBDol;VolumenToneladas
2018;Abril;493;México;5;Antioquia;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;60;0.24;654.72;0.24;0.06
2018;Abril;493;México;11;Bogotá;1806201000 - Las demás preparaciones alimenticias que contengan cacao, sin adición de azúcar, ni otros edulcorantes, en bloques o barras con peso superior a 2 kg, o en forma líquida, pastosa, en polvo, gránulos o en formas similares, en recipientes o envases inmediato;Cacao y su Industria;Cacao;KG;15700;49.9;135225.7;46.97;15.7
2018;Abril;493;México;11;Bogotá;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;2716.56;9.99;27851.89;9.34;2.72
2018;Abril;493;México;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;1959;7.4;20630.42;6.93;1.96
2018;Abril;827;Turquía;11;Bogotá;1806320090 - Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.;Cacao y su Industria;Chocolates;KG;1010;1.68;4552.63;1.07;1.01
2018;Abril;493;México;11;Bogotá;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;10557.6;72.2;201457.9;68.75;10.56
2018;Abril;493;México;11;Bogotá;1806320090 - Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.;Cacao y su Industria;Chocolates;KG;145.09;1;2768.5;0.98;0.15
2018;Abril;493;México;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;55457.91;215.82;588687.91;203.17;55.46
2018;Abril;827;Turquía;5;Antioquia;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;4743.22;10.32;29228.77;9.51;4.74
2018;Abril;827;Turquía;5;Antioquia;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;23135.68;77.03;214177.98;73.03;23.14
2018;Abril;827;Turquía;11;Bogotá;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;48372.1;29.6;81273;25.07;48.37
2018;Abril;827;Turquía;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;3016.8;16.59;46111.94;15.08;3.02
2018;Abril;493;México;11;Bogotá;1806320090 - Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.;Cacao y su Industria;Chocolates;KG;2285.74;16.57;45551.82;16.14;2.29
2018;Abril;245;España;25;Cundinamarca;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;10;0.2;561.57;0.09;0.01
2018;Abril;211;Chile;25;Cundinamarca;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;548;1;2702.93;0.99;0.55
2018;Abril;211;Chile;66;Risaralda;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;14592;56;156096.51;54.72;14.59
2018;Abril;245;España;5;Antioquia;1805000000 - Cacao en polvo sin adición de azúcar ni otro edulcorante.;Cacao y su Industria;Cacao;KG;21000;43.94;119081.1;42.84;21
2018;Abril;245;España;5;Antioquia;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;3216;22.87;62312.22;21.35;3.22
2018;Abril;245;España;11;Bogotá;1805000000 - Cacao en polvo sin adición de azúcar ni otro edulcorante.;Cacao y su Industria;Cacao;KG;25000;46.09;128475.14;45.14;25
2018;Abril;249;Estados Unidos;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;3968.04;30.76;84449.82;29.02;3.97
2018;Abril;249;Estados Unidos;25;Cundinamarca;1806209000 - Las demás preparciones alimenticias que contengan cacao, en bloques o barras con peso superior a 2 kg, o en forma líquida, pastosa, en polvo, gránulos o en formas similares, en recipientes o envases inmediatos con un contenido superior a 2 kg.;Cacao y su Industria;Cacao;KG;16329.31;35.07;96216.87;30.92;16.33
2018;Abril;249;Estados Unidos;5;Antioquia;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;1468.53;23.91;64801.72;22.9;1.47
2018;Abril;249;Estados Unidos;5;Antioquia;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;1166.51;4.79;12985.87;4.24;1.17
2018;Abril;249;Estados Unidos;5;Antioquia;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;4572.35;13.67;38108.87;12.7;4.57
2018;Abril;249;Estados Unidos;11;Bogotá;1805000000 - Cacao en polvo sin adición de azúcar ni otro edulcorante.;Cacao y su Industria;Cacao;KG;10094.46;26.91;74773.7;26.22;10.09
2018;Abril;249;Estados Unidos;11;Bogotá;1806100000 - Cacao en polvo con adición de azúcar u otro edulcorante.;Cacao y su Industria;Cacao;KG;1570.9;4.94;13452.15;4.56;1.57
2018;Abril;249;Estados Unidos;11;Bogotá;1806209000 - Las demás preparciones alimenticias que contengan cacao, en bloques o barras con peso superior a 2 kg, o en forma líquida, pastosa, en polvo, gránulos o en formas similares, en recipientes o envases inmediatos con un contenido superior a 2 kg.;Cacao y su Industria;Cacao;KG;1344.44;8.22;22592.86;8.06;1.34
2018;Abril;249;Estados Unidos;11;Bogotá;1806320090 - Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.;Cacao y su Industria;Chocolates;KG;26384.41;200.35;547113.02;196.72;26.38
2018;Abril;249;Estados Unidos;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;13880.87;63.22;172470.86;61.68;13.88
2018;Abril;249;Estados Unidos;25;Cundinamarca;1806209000 - Las demás preparciones alimenticias que contengan cacao, en bloques o barras con peso superior a 2 kg, o en forma líquida, pastosa, en polvo, gránulos o en formas similares, en recipientes o envases inmediatos con un contenido superior a 2 kg.;Cacao y su Industria;Cacao;KG;32386.75;73.36;204482.4;65.33;32.39
2018;Abril;249;Estados Unidos;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;28297.57;223.98;631048.93;217.52;28.3
2018;Abril;249;Estados Unidos;8;Atlántico;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;152813.31;676.74;1871650.88;660.12;152.81
2018;Abril;249;Estados Unidos;11;Bogotá;1806100000 - Cacao en polvo con adición de azúcar u otro edulcorante.;Cacao y su Industria;Cacao;KG;6499.6;27.51;76349;26.92;6.5
2018;Abril;249;Estados Unidos;11;Bogotá;1806209000 - Las demás preparciones alimenticias que contengan cacao, en bloques o barras con peso superior a 2 kg, o en forma líquida, pastosa, en polvo, gránulos o en formas similares, en recipientes o envases inmediatos con un contenido superior a 2 kg.;Cacao y su Industria;Cacao;KG;816.33;1.96;5331.32;1.92;0.82
2018;Abril;249;Estados Unidos;11;Bogotá;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;7598.77;57.72;159416.8;55.97;7.6
2018;Abril;249;Estados Unidos;11;Bogotá;1806320090 - Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.;Cacao y su Industria;Chocolates;KG;2770.89;17.88;49486.62;17.25;2.77
2018;Abril;249;Estados Unidos;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;19885.72;52.08;142863.53;49.15;19.89
2018;Abril;249;Estados Unidos;5;Antioquia;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;31.2;0.28;775.69;0.28;0.03
2018;Abril;63;Argentina;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;50;1.07;2969.83;0.96;0.05
2018;Abril;63;Argentina;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;29388.22;774.23;2098198.72;757.64;29.39
2018;Abril;386;Italia;11;Bogotá;1803100000 - Pasta de cacao sin desgrasar.;Cacao y su Industria;Cacao;KG;543;6.11;17039.41;5.97;0.54
2018;Abril;386;Italia;11;Bogotá;1805000000 - Cacao en polvo sin adición de azúcar ni otro edulcorante.;Cacao y su Industria;Cacao;KG;150;1.2;3341.13;1.16;0.15
2018;Abril;105;Brasil;11;Bogotá;1806320090 - Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.;Cacao y su Industria;Chocolates;KG;56;0.65;1771.83;0.57;0.06
2018;Abril;386;Italia;11;Bogotá;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;240.82;4.71;13132.23;4.34;0.24
2018;Abril;386;Italia;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;778.43;10.83;30197.81;9.66;0.78
2018;Abril;105;Brasil;66;Risaralda;1805000000 - Cacao en polvo sin adición de azúcar ni otro edulcorante.;Cacao y su Industria;Cacao;KG;10000;29.75;82708.75;28;10
2018;Abril;589;Perú;5;Antioquia;1805000000 - Cacao en polvo sin adición de azúcar ni otro edulcorante.;Cacao y su Industria;Cacao;KG;25150;51.47;143096.17;51;25.15
2018;Abril;589;Perú;5;Antioquia;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;8300;28.61;77537.07;27.97;8.3
2018;Abril;589;Perú;11;Bogotá;1805000000 - Cacao en polvo sin adición de azúcar ni otro edulcorante.;Cacao y su Industria;Cacao;KG;50000;98.62;271789.26;97.5;50
2018;Abril;589;Perú;11;Bogotá;1801001900 - Los demás cacaos crudos en grano, entero o partido.;Cacao y su Industria;Cacao;KG;24704.5;61.36;167164.16;60.53;24.7
2018;Abril;105;Brasil;5;Antioquia;1806320090 - Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.;Cacao y su Industria;Chocolates;KG;560;4.74;13218.44;4.5;0.56
2018;Abril;105;Brasil;5;Antioquia;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;9150;48.37;134827.61;45.9;9.15
2018;Abril;105;Brasil;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;18046.48;233.1;644525.53;225.61;18.05
2018;Abril;275;Francia;5;Antioquia;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;882.45;8.64;23531.11;7.82;0.88
2018;Abril;275;Francia;5;Antioquia;1806320090 - Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.;Cacao y su Industria;Chocolates;KG;4370.1;43.56;118672.85;39.32;4.37
2018;Abril;275;Francia;11;Bogotá;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;240;3.68;10223.68;3.51;0.24
2018;Abril;275;Francia;11;Bogotá;1806320090 - Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.;Cacao y su Industria;Chocolates;KG;960;16.56;45446.6;15.83;0.96
2018;Abril;386;Italia;5;Antioquia;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;4471.64;31.84;86742.06;29.8;4.47
2018;Abril;386;Italia;11;Bogotá;1805000000 - Cacao en polvo sin adición de azúcar ni otro edulcorante.;Cacao y su Industria;Cacao;KG;1080;7.47;20818.32;7.15;1.08
2018;Abril;386;Italia;11;Bogotá;1806209000 - Las demás preparciones alimenticias que contengan cacao, en bloques o barras con peso superior a 2 kg, o en forma líquida, pastosa, en polvo, gránulos o en formas similares, en recipientes o envases inmediatos con un contenido superior a 2 kg.;Cacao y su Industria;Cacao;KG;8820;56.07;156276.01;53.48;8.82
2018;Abril;386;Italia;11;Bogotá;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;9335.2;64.67;178319.04;61.22;9.34
2018;Abril;386;Italia;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;5755.67;36.32;99677.59;34.41;5.76
2018;Abril;386;Italia;25;Cundinamarca;1805000000 - Cacao en polvo sin adición de azúcar ni otro edulcorante.;Cacao y su Industria;Cacao;KG;76;0.79;2135.99;0.78;0.08
2018;Abril;589;Perú;68;Santander;1805000000 - Cacao en polvo sin adición de azúcar ni otro edulcorante.;Cacao y su Industria;Cacao;KG;3335;11.26;31311.26;10.45;3.34
2018;Abril;275;Francia;11;Bogotá;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;240;3.81;10586.89;3.44;0.24
2018;Abril;275;Francia;11;Bogotá;1806320090 - Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.;Cacao y su Industria;Chocolates;KG;120;2.11;5858.63;1.95;0.12
2018;Abril;589;Perú;5;Antioquia;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;1700;8.8;24458.54;6.05;1.7
2018;Abril;628;Reino Unido;66;Risaralda;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;435.45;5.83;16166.64;5.46;0.44
2018;Abril;23;Alemania;5;Antioquia;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;24304.2;97.18;270485.12;93.18;24.3
2018;Abril;23;Alemania;11;Bogotá;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;792;5.48;15238.57;5.38;0.79
2018;Abril;23;Alemania;11;Bogotá;1806320090 - Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.;Cacao y su Industria;Chocolates;KG;1887;12.35;34345.67;12.13;1.89
2018;Abril;23;Alemania;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;12962.7;43.55;120956.2;41.65;12.96
2018;Abril;23;Alemania;25;Cundinamarca;1806320090 - Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.;Cacao y su Industria;Chocolates;KG;3248;20.68;56354.08;19.12;3.25
2018;Abril;23;Alemania;25;Cundinamarca;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;24948;66.56;180371.14;64.15;24.95
2018;Abril;767;Suiza;11;Bogotá;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;4908.59;87.66;241093.75;83.8;4.91
2018;Abril;767;Suiza;11;Bogotá;1806320090 - Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.;Cacao y su Industria;Chocolates;KG;2163.6;34.73;96300.71;33.32;2.16
2018;Abril;767;Suiza;11;Bogotá;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;64;1.29;3573.77;1.19;0.06
2018;Abril;767;Suiza;11;Bogotá;1806320090 - Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.;Cacao y su Industria;Chocolates;KG;131.25;2.72;7573.44;2.52;0.13
2018;Abril;149;Canadá;11;Bogotá;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;435.37;4.8;13333.96;4.66;0.44
2018;Abril;149;Canadá;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;3644.92;16.19;44539.11;15.81;3.64
2018;Abril;603;Polonia;11;Bogotá;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;3156.2;19.23;52114.77;18.93;3.16
2018;Abril;87;Bélgica;11;Bogotá;1806900010 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao, sin adición de azúcar, ni otros edulcorantes.;Cacao y su Industria;Chocolates;KG;25.2;0.72;1962.05;0.56;0.03
2018;Abril;87;Bélgica;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;687.6;16.62;45275.49;12.19;0.69
2018;Abril;87;Bélgica;76;Valle del Cauca;1806209000 - Las demás preparciones alimenticias que contengan cacao, en bloques o barras con peso superior a 2 kg, o en forma líquida, pastosa, en polvo, gránulos o en formas similares, en recipientes o envases inmediatos con un contenido superior a 2 kg.;Cacao y su Industria;Cacao;KG;1060;5.38;14667.81;5.26;1.06
2018;Abril;87;Bélgica;76;Valle del Cauca;1806320090 - Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.;Cacao y su Industria;Chocolates;KG;1528;7.88;21475.77;7.71;1.53
2018;Abril;87;Bélgica;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;2055.42;24.81;67243.6;23.53;2.06
2018;Abril;87;Bélgica;11;Bogotá;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;122.45;2.17;5898.75;2.09;0.12
2018;Abril;239;Ecuador;11;Bogotá;1806100000 - Cacao en polvo con adición de azúcar u otro edulcorante.;Cacao y su Industria;Cacao;KG;24.05;0.39;1091.94;0.36;0.02
2018;Abril;239;Ecuador;11;Bogotá;1806320090 - Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.;Cacao y su Industria;Chocolates;KG;549.94;10.54;29280.58;9.34;0.55
2018;Abril;239;Ecuador;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;311.53;5.03;14147.04;4.63;0.31
2018;Abril;239;Ecuador;66;Risaralda;1805000000 - Cacao en polvo sin adición de azúcar ni otro edulcorante.;Cacao y su Industria;Cacao;KG;100000;239.93;651936.86;238.24;100
2018;Abril;239;Ecuador;5;Antioquia;1806209000 - Las demás preparciones alimenticias que contengan cacao, en bloques o barras con peso superior a 2 kg, o en forma líquida, pastosa, en polvo, gránulos o en formas similares, en recipientes o envases inmediatos con un contenido superior a 2 kg.;Cacao y su Industria;Cacao;KG;12000;34.3;93447.01;33.05;12
2014;Noviembre;573;Países Bajos;5;Antioquia;1804002000 - Grasa y aceite de cacao.;Cacao y su Industria;Cacao;KG;25;0.34;742.85;0.34;0.03
2018;Abril;239;Ecuador;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;9590.68;183.71;507683.21;181.73;9.59
2018;Abril;239;Ecuador;52;Nariño;1806100000 - Cacao en polvo con adición de azúcar u otro edulcorante.;Cacao y su Industria;Cacao;KG;9990;1.05;2856.37;1;9.99
2018;Abril;573;Países Bajos;5;Antioquia;1804001200 - Manteca de cacao, con un índice de acidez expresado en ácido oleico superior a 1% peroinferior o igual a 1.65%.;Cacao y su Industria;Cacao;KG;25;0.42;1140.52;0.37;0.03
2018;Marzo;218;Taiwán, Provincia de China;11;Bogotá;1806100000 - Cacao en polvo con adición de azúcar u otro edulcorante.;Cacao y su Industria;Cacao;KG;220;1.26;3583.5;1.18;0.22
2018;Marzo;239;Ecuador;11;Bogotá;1805000000 - Cacao en polvo sin adición de azúcar ni otro edulcorante.;Cacao y su Industria;Cacao;KG;25000;59.98;170949.13;59.56;25
2018;Marzo;239;Ecuador;66;Risaralda;1805000000 - Cacao en polvo sin adición de azúcar ni otro edulcorante.;Cacao y su Industria;Cacao;KG;125000;299.91;855215.92;297.8;125
2018;Marzo;239;Ecuador;76;Valle del Cauca;1805000000 - Cacao en polvo sin adición de azúcar ni otro edulcorante.;Cacao y su Industria;Cacao;KG;75000;105.95;301958.77;105;75
2018;Marzo;239;Ecuador;5;Antioquia;1806209000 - Las demás preparciones alimenticias que contengan cacao, en bloques o barras con peso superior a 2 kg, o en forma líquida, pastosa, en polvo, gránulos o en formas similares, en recipientes o envases inmediatos con un contenido superior a 2 kg.;Cacao y su Industria;Cacao;KG;12000;34.28;98701.41;33.05;12
2018;Marzo;239;Ecuador;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;9904.16;203.32;582525.32;201.26;9.9
2018;Marzo;573;Países Bajos;5;Antioquia;1804001200 - Manteca de cacao, con un índice de acidez expresado en ácido oleico superior a 1% peroinferior o igual a 1.65%.;Cacao y su Industria;Cacao;KG;25;0.52;1488.63;0.46;0.03
2018;Marzo;87;Bélgica;76;Valle del Cauca;1806209000 - Las demás preparciones alimenticias que contengan cacao, en bloques o barras con peso superior a 2 kg, o en forma líquida, pastosa, en polvo, gránulos o en formas similares, en recipientes o envases inmediatos con un contenido superior a 2 kg.;Cacao y su Industria;Cacao;KG;1210;6.57;18863.54;6.44;1.21
2018;Marzo;87;Bélgica;76;Valle del Cauca;1806320090 - Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.;Cacao y su Industria;Chocolates;KG;2168;10.92;31363.52;10.71;2.17
2018;Marzo;196;Costa Rica;11;Bogotá;1806100000 - Cacao en polvo con adición de azúcar u otro edulcorante.;Cacao y su Industria;Cacao;KG;1260;5.46;15558.71;5.2;1.26
2018;Marzo;196;Costa Rica;11;Bogotá;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;6663.42;99.29;282981.55;96.3;6.66
2018;Marzo;87;Bélgica;11;Bogotá;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;5865.21;90.23;258865.86;87.31;5.87
2018;Marzo;767;Suiza;11;Bogotá;1806320090 - Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.;Cacao y su Industria;Chocolates;KG;14157.36;113.2;323521.39;110.93;14.16
2018;Marzo;628;Reino Unido;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;1197.5;15.63;44541.19;14.84;1.2
2018;Marzo;23;Alemania;25;Cundinamarca;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;38253.6;107.92;310696.85;104.51;38.25
2018;Marzo;149;Canadá;25;Cundinamarca;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;18900;61.88;176356.94;57.51;18.9
2018;Marzo;767;Suiza;11;Bogotá;"1806310000 - ""Los demás chocolates y demás preparaciones alimenticias que contengan cacao, en bloques, tabletas o barras, """"rellenos"""".""";Cacao y su Industria;Chocolates;KG;1951.95;35.28;101563.96;33.26;1.95
2018;Marzo;767;Suiza;11;Bogotá;1806320090 - Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.;Cacao y su Industria;Chocolates;KG;997.05;16.64;47909.87;15.72;1
2018;Marzo;149;Canadá;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;383.68;1.71;4866.06;1.66;0.38
2018;Marzo;275;Francia;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;147.15;3.34;9623.94;2.62;0.15
2018;Marzo;386;Italia;11;Bogotá;1806900010 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao, sin adición de azúcar, ni otros edulcorantes.;Cacao y su Industria;Chocolates;KG;22.8;0.88;2520.08;0.61;0.02
2018;Marzo;105;Brasil;11;Bogotá;1806320090 - Los demás chocolates y demás preparaciones alimenticas que contengan cacao, en bloques, tabletas o barras, sin rellenar.;Cacao y su Industria;Chocolates;KG;348;3.95;11325.65;3.5;0.35
2018;Marzo;105;Brasil;11;Bogotá;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;674.88;5.1;14611.48;4.23;0.67
2018;Marzo;275;Francia;11;Bogotá;1804002000 - Grasa y aceite de cacao.;Cacao y su Industria;Cacao;KG;50;0.69;1978.8;0.69;0.05
2018;Marzo;386;Italia;11;Bogotá;1806209000 - Las demás preparciones alimenticias que contengan cacao, en bloques o barras con peso superior a 2 kg, o en forma líquida, pastosa, en polvo, gránulos o en formas similares, en recipientes o envases inmediatos con un contenido superior a 2 kg.;Cacao y su Industria;Cacao;KG;1974;18.74;53412.43;18.12;1.97
2018;Marzo;589;Perú;5;Antioquia;1806900090 - Los demás chocolates y demás preparaciones alimenticias que contengan cacao.;Cacao y su Industria;Chocolates;KG;10000;43.13;122923.34;40.63;10
2018;Marzo;589;Perú;11;Bogotá;1805000000 - Cacao en polvo sin adición de azúcar ni otro edulcorante.;Cacao y su Industria;Cacao;KG;50000;98.73;283477.69;97.5;50
2018;Marzo;589;Perú;68;Santander;1805000000 - Cacao en polvo sin adición de azúcar ni otro edulcorante.;Cacao y su Industria;Cacao;KG;25000;39.03;112082.5;38.4;25
